id,sentence,acceptable,error_type,detailed_source
2624,Вместе с тем у нее не было никаких причин скрывать от меня что бы то ни было.,1,0,Paducheva2013
2625,Примите меня в свою группу.,1,0,Seliverstova
2626,"Это ее решение, ее злая воля заставляют Эди стоять тут под дверью больным и сумасшедшим.",1,0,Lutikova
2627,Над сектором сгущаются тучи.,1,0,Paducheva2010
2628,Посылку у меня не приняли.,1,0,Seliverstova
2629,Такое отношение очень радует.,1,0,Testelets
2630,Записку и веточку она положила рядом с ним.,1,0,Seliverstova
2631,Не помогать вам — это не значит не помогать никому.,1,0,Seliverstova
2632,Дайте я за вами поухаживаю.,1,0,Paducheva2010
2633,Ему вручили подарок серебряные часы.,1,0,Testelets
2634,"Я видел, что он, кажется, был расстроен.",0,Semantics,Paducheva2010
2635,"Ребенок проснулся потому, что вы разговаривали громко.",1,0,Paducheva2013
